Cód.,Município,Abacate,Abacaxi*,Açaí,Algodão arbóreo (em caroço),Algodão herbáceo (em caroço),Alho,Amendoim (em casca),Arroz (em casca),Aveia (em grão),Azeitona,Banana (cacho),Batata-doce,Batata-inglesa,Borracha (látex coagulado),Cacau (em amêndoa),Café (em grão) Total,Cana-de-açúcar,Caqui,Castanha de caju,Cebola,Centeio (em grão),Cevada (em grão),Chá-da-índia (folha verde),Coco-da-baía*,Dendê (cacho de coco),Erva-mate (folha verde),Ervilha (em grão),Fava (em grão),Feijão (em grão),Figo,Fumo (em folha),Girassol (em grão),Goiaba,Guaraná (semente),Juta (fibra),Laranja,Limão,Linho (semente),Maçã,Malva (fibra),Mamão,Mamona (baga),Mandioca,Manga,Maracujá,Marmelo,Melancia,Melão,Milho (em grão),Noz (fruto seco),Palmito,Pera,Pêssego,Pimenta-do-reino,Rami (fibra),Sisal ou agave (fibra),Soja (em grão),Sorgo (em grão),Tangerina,Tomate,Trigo (em grão),Triticale (em grão),Tungue (fruto seco),Urucum (semente),Uva,Total,80%,Principal
3128907,Guimarânia (MG),25,0,0,0,0,0,0,0,0,0,30,6000,0,0,0,4986,160,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,230,56,0,0,0,0,0,88,0,500,0,0,0,22320,0,18,0,0,0,0,0,20460,2730,155,4200,0,0,0,0,0,61964,"49571,2",Milho (em grão)
3129004,Guiricema (MG),59,0,0,0,0,0,0,0,0,0,384,0,0,0,0,480,1800,0,0,45,0,0,0,29,0,0,0,0,63,0,0,0,1800,0,0,0,60,0,0,0,0,0,210,1025,180,0,0,0,1260,0,0,0,0,0,0,0,0,0,12,560,0,0,0,0,0,7967,"6373,6",Cana-de-açúcar
3129103,Gurinhatã (MG),0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13333,0,0,0,0,0,0,1440,0,0,0,140,0,1375,0,48,0,0,0,0,0,10368,540,0,0,0,0,0,0,0,747260,597808,Cana-de-açúcar
3129202,Heliodora (MG),0,0,0,0,0,0,0,2100,0,0,0,0,600,0,0,3073,1080,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,3011,0,0,0,0,0,0,0,390,0,0,0,120,0,0,0,0,11593,"9274,4",Café (em grão) Total
3129301,Iapu (MG),0,0,0,0,0,0,3,0,0,0,2090,8,0,0,0,445,700,0,0,0,0,0,0,33,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,180,0,36,0,0,0,231,0,0,0,0,0,0,0,0,0,7,3500,0,0,0,0,0,7252,"5801,6",Tomate
3129400,Ibertioga (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,2070,0,0,0,15,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,12560,0,0,0,0,0,0,0,1332,0,0,95,450,0,0,0,0,16872,"13497,6",Milho (em grão)
3129509,Ibiá (MG),1400,0,0,0,0,2250,0,0,0,0,59,400,23550,351,0,7410,0,0,0,15300,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,1924,432,0,0,0,20,0,210,48,0,0,0,0,130320,0,0,0,0,0,0,0,195000,16200,200,52,18600,0,0,0,0,419126,"335300,8",Soja (em grão)
3129608,Ibiaí (MG),0,0,0,0,2223,30,0,60,0,0,0,0,300,0,0,378,600,0,0,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,35,0,130,0,0,0,90,0,14193,0,0,0,0,0,0,0,4554,0,0,0,0,0,0,0,0,24413,"19530,4",Milho (em grão)
3129657,Ibiracatu (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4414,"3531,2",Cana-de-açúcar
3129707,Ibiraci (MG),3465,0,0,0,0,0,0,0,0,0,270,0,0,0,0,17488,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,8970,0,0,0,0,0,0,64,0,15,0,0,0,2628,0,0,0,0,0,0,0,2304,0,780,700,0,0,0,0,0,36711,"29368,8",Café (em grão) Total
3129806,Ibirité (MG),13,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,30,0,0,0,35,0,60,18,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,469,"375,2",Cebola
3129905,Ibitiúra de Minas (MG),0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,"1964,8",Café (em grão) Total
3130002,Ibituruna (MG),0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,720,0,7,0,23,0,0,0,0,3437,"2749,6",Milho (em grão)
3130051,Icaraí de Minas (MG),0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,8750,0,0,0,0,0,0,135,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,525,0,1728,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,13717,"10973,6",Cana-de-açúcar
3130101,Igarapé (MG),13,0,0,0,0,6,0,0,0,0,44,16,0,0,0,18,832,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,0,0,28,182,0,0,0,0,0,240,0,54,0,0,0,189,0,0,0,0,0,0,0,0,0,160,1700,0,0,0,0,0,3520,2816,Tomate
3130200,Igaratinga (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,288,Milho (em grão)
3130309,Iguatama (MG),0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,468000,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,39076,0,0,0,0,0,0,0,39006,0,0,0,433,0,0,0,0,547769,"438215,2",Cana-de-açúcar
3130408,Ijaci (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,280,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4280,3424,Milho (em grão)
3130507,Ilicínea (MG),0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,6232,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,6750,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,13806,"11044,8",Milho (em grão)
3130556,Imbé de Minas (MG),78,0,0,0,0,0,0,0,0,0,4305,13,0,0,0,4692,0,0,0,0,0,0,0,10,0,0,0,0,288,0,0,0,0,0,0,266,41,0,0,0,0,0,114,0,25,0,0,0,1560,0,0,0,0,0,0,0,0,0,525,1575,0,0,0,0,0,13492,"10793,6",Café (em grão) Total
3130606,Inconfidentes (MG),0,0,0,0,0,78,0,0,0,0,185,0,1200,0,0,4228,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,1650,0,0,0,0,0,0,0,158,0,76,560,0,0,0,0,18,8906,"7124,8",Café (em grão) Total
3130655,Indaiabira (MG),0,0,0,0,0,0,2,10,0,0,130,48,0,0,0,1021,14000,0,0,0,0,0,0,7,0,0,0,0,387,0,0,0,0,0,0,12,0,0,0,0,0,0,1020,65,45,0,200,0,1188,0,0,0,0,0,0,0,0,0,12,1250,0,0,0,0,0,19397,"15517,6",Cana-de-açúcar
3130705,Indianópolis (MG),11,0,0,0,0,1575,0,0,0,0,4620,0,4100,901,0,6480,720,0,0,12250,0,0,0,0,0,0,0,0,0,0,0,30,175,0,0,0,11,0,0,0,0,0,117,0,180,0,0,0,68940,0,0,0,0,0,0,0,74490,6300,11,1900,1841,0,0,0,0,184652,"147721,6",Soja (em grão)
3130804,Ingaí (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18525,0,129,0,0,0,0,0,11880,0,0,1314,750,0,0,0,0,33894,"27115,2",Milho (em grão)
3130903,Inhapim (MG),480,0,0,0,0,0,7,12,0,0,4543,35,0,0,0,6444,2240,0,0,0,0,0,0,88,0,0,0,0,421,0,0,0,0,0,0,198,90,0,0,0,0,0,225,150,704,0,0,0,3150,0,0,0,0,0,0,0,0,0,224,3500,0,0,0,0,0,22511,"18008,8",Café (em grão) Total
3131000,Inhaúma (MG),0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,0,0,120,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,2585,2068,Soja (em grão)
3131109,Inimutaba (MG),0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,"512,8",Banana (cacho)
3131158,Ipaba (MG),0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,"417,6",Banana (cacho)
3131208,Ipanema (MG),22,0,0,0,0,0,0,12,0,0,247,0,0,0,0,566,600,0,0,0,0,0,0,64,0,0,0,0,58,0,0,0,0,0,0,72,10,0,0,0,0,0,125,6,0,0,15,0,1134,0,0,0,0,2,0,0,0,0,10,30,0,0,0,0,0,2973,"2378,4",Milho (em grão)
3131307,Ipatinga (MG),0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,240,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,384,Melancia
3131406,Ipiaçu (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18072,0,0,0,0,0,0,0,39542,11200,0,0,0,0,0,0,0,663815,531052,Cana-de-açúcar
3131505,Ipuiúna (MG),0,0,0,0,0,60,0,0,0,0,45,480,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,56,22,0,0,0,0,0,54,0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,69359,"55487,2",Batata-inglesa
3131604,Iraí de Minas (MG),230,0,0,0,0,300,0,0,0,0,105,0,12800,0,0,2685,0,0,0,500,0,0,0,0,0,0,158,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,27948,0,0,0,0,0,0,0,16470,480,0,256,1992,0,0,0,0,64796,"51836,8",Milho (em grão)
3131703,Itabira (MG),0,0,0,0,0,0,2,0,0,0,800,0,0,0,0,8,5100,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,20,0,0,0,0,0,0,60,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,6228,"4982,4",Cana-de-açúcar
3131802,Itabirinha (MG),0,0,0,0,0,0,3,6,0,0,63,0,0,0,0,379,540,0,0,0,0,0,0,27,0,0,0,0,31,0,0,0,0,0,0,20,0,0,0,0,15,0,91,120,15,0,0,0,79,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1407,"1125,6",Cana-de-açúcar
3131901,Itabirito (MG),0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,24,0,0,0,0,0,0,36,0,0,0,0,0,675,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2301,"1840,8",Cana-de-açúcar
3132008,Itacambira (MG),0,0,0,0,0,6,9,24,0,0,0,0,0,0,0,3,600,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,39,0,0,0,0,0,0,620,24,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,1312,Mandioca
3132107,Itacarambi (MG),0,0,0,0,0,0,0,0,0,0,6125,7,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,0,0,0,0,50,0,190,8,0,0,0,0,11400,0,0,0,0,0,0,0,4675,0,0,0,0,0,0,0,0,24708,"19766,4",Milho (em grão)
3132206,Itaguara (MG),140,0,0,0,0,0,17,0,0,0,290,0,0,0,0,0,29750,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,27,0,0,45,20,0,0,0,0,0,1565,0,100,0,240,0,867,0,0,0,0,0,0,0,468,0,1680,1560,138,0,0,0,0,37008,"29606,4",Cana-de-açúcar
3132305,Itaipé (MG),0,24,0,0,0,0,0,0,0,0,450,0,0,0,0,413,4200,0,0,0,0,0,0,7,0,0,0,0,132,0,0,0,0,0,0,33,0,0,0,0,0,0,1770,0,30,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7271,"5816,8",Cana-de-açúcar
3132404,Itajubá (MG),30,0,0,0,0,0,0,0,0,0,1027,25,480,0,0,31,600,0,0,90,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,45,0,0,0,0,0,0,144,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,4083,"3266,4",Banana (cacho)
3132503,Itamarandiba (MG),0,650,0,0,0,24,7,15,0,0,735,6,0,0,0,1090,6750,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,33,48,0,0,0,0,0,1142,0,0,0,120,0,1960,0,0,0,0,0,0,0,0,0,0,276,0,0,0,18,4,13145,10516,Cana-de-açúcar
3132602,Itamarati de Minas (MG),0,25,0,0,0,0,0,0,0,0,96,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,0,0,108,89,0,0,0,0,36,0,63,0,0,0,0,0,0,0,462,28,0,0,0,0,0,1020,816,Tangerina
3132701,Itambacuri (MG),0,18,0,0,0,0,2,3,0,0,750,0,0,0,0,241,3220,0,0,0,0,0,0,32,0,0,0,0,61,0,0,0,0,0,0,184,0,0,0,0,0,0,722,6,0,0,0,0,300,0,0,0,0,0,0,0,0,0,150,25,0,0,0,0,0,5714,"4571,2",Cana-de-açúcar
3132800,Itambé do Mato Dentro (MG),0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,"727,2",Cana-de-açúcar
3132909,Itamogi (MG),0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,11088,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,3960,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,15636,"12508,8",Café (em grão) Total
3133006,Itamonte (MG),0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,270,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,920,736,Batata-inglesa
3133105,Itanhandu (MG),0,0,0,0,0,0,0,0,0,24,45,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,45,57,0,0,0,0,0,70,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,724,"579,2",Milho (em grão)
3133204,Itanhomi (MG),0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,357,105,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,39,0,0,0,0,0,0,72,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,"904,8",Milho (em grão)
3133303,Itaobim (MG),0,0,0,0,0,0,0,0,0,0,1875,0,0,0,0,0,720,0,0,0,0,0,0,100,0,0,0,0,41,0,0,0,0,0,0,10,11,0,0,0,120,0,540,600,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,"3304,8",Banana (cacho)
3133402,Itapagipe (MG),0,8700,0,0,0,0,0,2,0,0,0,0,0,650,0,0,1288000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156,0,0,0,0,0,0,1170,0,0,0,0,0,2244,0,0,0,0,0,0,0,4602,0,0,0,0,0,0,0,0,1307524,"1046019,2",Cana-de-açúcar
3133501,Itapecerica (MG),10,0,0,0,0,0,0,4,0,0,76,0,60,0,0,411,4500,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,920,0,0,0,0,0,0,300,0,0,0,0,0,4200,0,0,0,0,0,0,0,6080,0,240,55,0,0,0,0,3,16973,"13578,4",Soja (em grão)
3133600,Itapeva (MG),0,0,0,0,0,0,0,0,0,18,0,8,6750,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,21,7955,6364,Batata-inglesa
3133709,Itatiaiuçu (MG),36,0,0,0,0,0,0,0,0,0,60,10,0,0,0,0,900,50,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,12,0,0,0,0,0,0,610,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,22,342,0,0,0,0,5,2710,2168,Cana-de-açúcar
3133758,Itaú de Minas (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8628,0,0,0,0,0,0,0,3510,0,0,0,0,0,0,0,0,12151,"9720,8",Milho (em grão)
3133808,Itaúna (MG),26,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,130,20,15,0,16,0,1260,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,2135,1708,Milho (em grão)
3133907,Itaverava (MG),150,0,0,0,0,0,0,0,0,0,21,0,1506,0,0,0,4560,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,11,0,0,0,0,0,36,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9053,"7242,4",Cana-de-açúcar
3134004,Itinga (MG),0,0,0,0,0,0,0,0,0,0,1805,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,24,0,0,0,0,0,0,855,152,0,0,48,0,180,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5410,4328,Cana-de-açúcar
3134103,Itueta (MG),0,0,0,0,0,0,0,0,0,0,314,0,0,0,1,1170,476,0,0,0,0,0,0,140,0,0,0,0,37,0,0,0,0,0,0,36,7,0,0,0,0,0,120,21,0,0,0,0,600,0,0,0,0,32,0,0,0,0,0,42,0,0,0,0,0,2996,"2396,8",Café (em grão) Total
3134202,Ituiutaba (MG),0,0,0,0,918,0,0,8,0,0,60,0,0,687,0,21,2788000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20181,0,0,0,0,0,0,1020,0,0,0,210,0,31818,0,64,0,0,0,0,0,106400,20800,24,0,0,0,0,0,5,2970216,"2376172,8",Cana-de-açúcar
3134301,Itumirim (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,720,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,2880,0,90,0,0,0,0,0,0,10897,"8717,6",Milho (em grão)
3134400,Iturama (MG),0,0,0,0,0,0,5400,0,0,0,20,0,0,3240,0,0,2465000,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,7018,0,0,0,0,0,280,0,0,0,0,0,1375,0,0,0,0,0,0,0,9360,0,10,0,0,0,0,0,0,2491943,"1993554,4",Cana-de-açúcar
3134509,Itutinga (MG),0,0,0,0,0,0,0,0,0,0,0,1800,228,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17800,0,0,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,35734,"28587,2",Milho (em grão)
3134608,Jaboticatubas (MG),252,20,0,0,0,30,0,0,0,0,1200,0,60,0,0,0,7175,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1320,105,0,0,0,0,0,168,440,216,0,0,0,1035,0,0,0,0,0,0,0,0,0,250,563,0,0,0,0,0,12888,"10310,4",Cana-de-açúcar
3134707,Jacinto (MG),0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,"880,8",Mandioca
3134806,Jacuí (MG),650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,800,0,0,0,0,0,0,0,0,0,0,0,240,23,0,105,0,0,0,100,12,0,0,0,0,0,0,0,70,0,0,0,4971,0,0,0,0,0,0,0,5400,0,0,3000,0,0,0,0,6,18833,"15066,4",Soja (em grão)
3134905,Jacutinga (MG),40,0,0,0,0,0,0,0,0,0,75,0,0,0,0,4863,17500,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2646,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,35,25342,"20273,6",Cana-de-açúcar
3135001,Jaguaraçu (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,"294,4",Cana-de-açúcar
3135050,Jaíba (MG),330,0,0,0,0,120,0,0,0,0,169205,8000,60,0,0,9,914500,0,0,349,0,0,0,144,0,0,0,0,692,0,0,0,630,0,0,1248,43416,0,0,0,7200,0,12225,15200,1400,0,6500,0,7440,0,0,0,0,0,0,0,0,51,2873,55497,0,0,0,6,1305,1248400,998720,Cana-de-açúcar
3135076,Jampruca (MG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,6,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,"632,8",Mandioca
3135100,Janaúba (MG),25,0,0,0,0,12,0,0,0,0,40320,30,0,0,0,0,320,0,0,150,0,0,0,300,0,0,0,0,130,0,0,0,135,0,0,162,960,0,0,0,1200,0,460,7200,57,0,75,0,900,0,0,0,0,0,0,0,0,108,48,100,0,0,0,0,300,52992,"42393,6",Banana (cacho)
3135209,Januária (MG),0,0,0,0,0,0,0,60,0,0,288,40,0,0,0,0,18000,0,0,0,0,0,0,225,0,0,0,0,719,0,0,0,0,0,0,8,42,0,0,0,0,0,4980,44,0,0,15,0,2388,0,0,0,0,0,0,0,1085,353,0,5400,0,0,0,0,0,33647,"26917,6",Cana-de-açúcar
3135308,Japaraíba (MG),0,0,0,0,0,0,0,24,0,0,12,0,0,0,0,0,326250,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,144,0,0,0,0,0,2640,0,0,0,0,0,0,0,780,0,0,35,0,0,0,0,0,329893,"263914,4",Cana-de-açúcar
3135357,Japonvar (MG),14,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,12,0,1840,0,0,0,0,0,270,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,7745,6196,Cana-de-açúcar
3135407,Jeceaba (MG),80,0,0,0,0,12,0,0,0,0,30,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,3778,"3022,4",Cana-de-açúcar
3135456,Jenipapo de Minas (MG),0,0,0,0,0,2,3,0,0,0,26,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,12,0,0,0,0,0,0,164,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,"971,2",Cana-de-açúcar
3135506,Jequeri (MG),0,0,0,0,0,0,1,0,0,0,84,0,0,0,0,5940,34800,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,25,0,0,0,0,0,33,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43037,"34429,6",Cana-de-açúcar
3135605,Jequitaí (MG),0,0,0,0,0,0,0,0,0,0,4320,3000,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,110,0,370,0,0,0,0,0,383,0,0,0,0,0,0,0,2050,162,0,45,0,0,0,0,0,13369,"10695,2",Banana (cacho)
3135704,Jequitibá (MG),70,0,0,0,0,0,0,0,0,0,99,510,0,0,0,0,8840,0,0,0,0,0,0,18,0,0,0,0,120,0,0,0,0,0,0,0,30,0,0,0,75,0,210,119,150,0,180,0,992,0,0,0,0,0,0,0,0,0,9,3100,0,0,0,0,12,14534,"11627,2",Cana-de-açúcar
3135803,Jequitinhonha (MG),0,0,0,0,0,0,0,0,0,0,8374,50,0,0,0,144,2700,0,0,0,0,0,0,270,0,0,0,0,126,0,0,0,0,0,0,56,0,0,0,0,0,0,2500,96,32,0,0,0,240,0,0,0,0,0,0,0,0,0,10,90,0,0,0,10,0,14698,"11758,4",Banana (cacho)
3135902,Jesuânia (MG),0,0,0,0,0,0,0,110,0,0,840,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,78,0,54,0,0,0,0,0,0,4982,"3985,6",Café (em grão) Total
